distance_km,ngo_members,expiry_hours_left,past_success_rate,allocation_score
1.56,146,22.4,0.66,0.8786
17.01,66,36.3,0.71,0.7807
29.12,42,11.3,0.75,0.713
19.88,96,35.3,0.73,0.8438
32.43,120,11.1,0.71,0.7754
0.73,20,16.2,0.42,0.7078
5.35,103,36.2,0.87,0.9125
9.97,18,42.2,0.17,0.643
7.01,65,20.4,0.35,0.7339
10.13,18,11.2,0.58,0.743
6.72,8,16.6,0.05,0.5079
3.01,17,13.3,0.46,0.6416
3.21,17,11.9,0.46,0.7493
24.96,12,21.9,0.32,0.5647
0.67,71,48.0,0.84,0.8528
32.39,25,43.6,0.06,0.5006
7.09,50,43.4,0.56,0.8042
35.62,32,9.3,0.6,0.6674
17.85,57,17.2,0.48,0.6678
15.5,24,38.2,0.41,0.6704
57.17,29,45.7,0.44,0.5617
4.65,30,40.3,0.54,0.7189
8.26,26,39.0,0.42,0.7095
1.78,9,1.5,0.55,0.6955
37.44,19,47.9,0.31,0.5605
6.08,54,11.5,0.77,0.9043
2.4,36,13.3,0.82,0.8637
6.78,157,36.1,0.85,0.9173
5.44,49,33.9,0.42,0.7004
11.94,117,45.6,0.57,0.8058
7.39,156,21.5,0.62,0.8679
5.32,79,16.1,0.82,0.8674
3.65,7,2.6,0.41,0.6118
8.68,55,8.7,0.49,0.7452
73.04,6,35.2,0.45,0.4481
16.97,8,33.6,0.73,0.6925
36.68,36,16.1,0.62,0.604
33.11,134,36.7,0.73,0.779
29.02,62,13.5,0.66,0.6683
4.65,11,3.4,0.62,0.6
1.4,15,32.9,0.55,0.7015
4.3,26,16.5,0.32,0.7299
35.12,15,6.8,0.53,0.6518
60.72,24,20.7,0.3,0.4796
15.33,11,14.8,0.59,0.6922
5.83,17,22.9,0.54,0.7317
17.54,168,41.4,0.8,0.8437
9.26,31,16.7,0.57,0.8494
2.52,84,9.2,0.78,0.9227
19.6,27,10.0,0.29,0.6581
15.24,68,43.1,0.64,0.8231
1.3,58,40.9,0.53,0.8168
10.89,47,25.4,0.67,0.8583
1.95,38,16.2,0.58,0.8049
26.02,43,39.8,0.8,0.8065
64.72,148,42.4,0.89,0.7069
13.89,10,32.8,0.55,0.6093
62.25,12,22.0,0.22,0.4443
5.82,26,42.0,0.18,0.6463
79.14,26,40.3,0.76,0.6427
34.65,19,15.5,0.29,0.52
50.12,118,47.3,0.84,0.8067
35.94,14,11.4,0.65,0.6538
32.88,8,30.1,0.44,0.5972
13.09,135,34.4,0.77,0.8557
80.46,13,14.9,0.68,0.508
21.06,23,4.7,0.2,0.5577
51.85,40,14.8,0.43,0.6903
5.58,58,37.6,0.36,0.7676
4.44,5,8.5,0.29,0.6159
29.88,90,40.5,0.76,0.7245
31.67,33,7.0,0.82,0.6755
5.19,133,32.4,0.72,0.8748
18.32,55,44.3,0.6,0.6773
7.33,16,36.9,0.6,0.7665
5.4,10,29.9,0.41,0.6832
24.63,8,6.1,0.26,0.5329
30.8,7,14.4,0.56,0.583
18.76,56,39.4,0.62,0.7684
9.07,41,45.0,0.49,0.828
28.31,17,5.7,0.41,0.597
8.32,12,23.2,0.23,0.6247
16.94,67,32.8,0.79,0.885
30.13,25,36.2,0.2,0.627
19.67,21,21.9,0.2,0.5725
16.16,151,7.7,0.92,0.7894
9.94,52,8.9,0.77,0.8312
66.32,6,10.4,0.76,0.5692
8.49,93,18.8,0.68,0.8555
16.01,75,1.3,0.78,0.659
2.69,34,38.9,0.34,0.714
18.41,73,36.8,0.61,0.752
0.74,89,34.5,0.44,0.7822
33.87,82,8.2,0.68,0.8388
35.58,23,3.4,0.48,0.5435
36.47,59,21.0,0.64,0.7623
8.2,6,10.0,0.61,0.623
19.02,24,42.1,0.71,0.7838
46.27,111,8.1,0.76,0.7543
5.64,33,5.5,0.23,0.6411
5.04,64,6.8,0.39,0.787
3.5,14,12.9,0.44,0.6366
19.16,215,25.3,0.61,0.7724
64.76,32,15.7,0.38,0.6261
6.88,144,10.2,0.71,0.8646
29.65,16,47.0,0.64,0.645
15.49,80,12.6,0.71,0.7795
30.25,90,12.5,0.71,0.7697
26.67,39,38.4,0.64,0.6527
34.29,42,11.7,0.74,0.5856
14.66,127,37.1,0.78,0.8297
6.01,17,24.1,0.66,0.8316
12.87,44,7.7,0.65,0.7208
1.34,53,12.3,0.69,0.8949
26.96,116,8.7,0.57,0.7532
8.87,54,1.6,0.43,0.7323
3.67,20,47.8,0.6,0.7235
22.45,15,32.1,0.54,0.6247
14.69,46,45.6,0.66,0.8196
39.21,20,20.2,0.31,0.5526
49.67,21,28.1,0.44,0.6789
5.17,51,26.2,0.22,0.6409
8.89,12,28.0,0.74,0.759
6.31,121,37.0,0.68,0.8655
2.51,44,41.4,0.53,0.7516
13.43,62,42.2,0.74,0.8155
18.05,123,43.8,0.69,0.8567
30.5,45,3.8,0.87,0.7098
29.89,74,31.9,0.82,0.8016
1.16,25,23.9,0.45,0.7669
34.83,21,31.9,0.43,0.6042
1.23,39,19.6,0.6,0.6987
4.84,57,32.7,0.64,0.7765
9.29,12,10.2,0.56,0.6159
23.16,70,18.0,0.45,0.6909
3.12,14,16.7,0.27,0.6986
14.79,139,18.8,0.85,0.8771
2.83,97,5.2,0.72,0.7871
3.32,33,10.6,0.9,0.8729
47.04,23,43.9,0.65,0.735
16.32,26,38.3,0.49,0.6424
28.27,14,4.0,0.69,0.63
58.79,21,8.3,0.19,0.4458
18.05,149,47.5,0.88,0.9128
9.9,30,8.5,0.37,0.7262
17.63,12,26.7,0.55,0.5796
7.22,84,30.0,0.91,0.8742
47.49,47,44.6,0.51,0.554
5.51,103,28.8,0.77,0.8609
6.92,157,37.0,0.74,0.7989
23.77,6,14.7,0.3,0.5454
48.0,44,33.0,0.65,0.6787
27.27,6,44.5,0.57,0.6171
0.87,7,1.8,0.33,0.6754
43.62,21,40.1,0.38,0.5327
81.68,62,18.5,0.74,0.5546
29.7,69,10.5,0.59,0.747
75.22,51,7.8,0.53,0.5831
32.68,100,13.5,0.56,0.7209
37.56,20,20.6,0.6,0.8239
22.84,11,3.9,0.45,0.5272
10.83,122,11.5,0.84,0.8053
55.8,32,33.5,0.46,0.5804
8.68,9,30.1,0.27,0.6751
2.87,13,12.6,0.63,0.7302
1.99,12,32.3,0.21,0.7439
14.65,34,12.6,0.77,0.8079
100.0,24,40.6,0.46,0.517
24.9,72,10.7,0.45,0.6627
8.76,11,42.5,0.36,0.7184
8.14,33,29.7,0.75,0.8391
27.86,8,4.2,0.63,0.5293
39.06,48,18.3,0.75,0.7261
3.74,82,15.5,0.66,0.8259
47.7,7,4.9,0.22,0.3351
27.16,65,45.9,0.37,0.7227
7.53,22,35.8,0.47,0.6801
66.59,208,32.3,0.86,0.646
4.59,10,4.5,0.56,0.7506
33.44,81,7.1,0.49,0.696
12.45,12,32.4,0.24,0.6178
0.74,160,24.4,0.92,0.9372
100.0,6,40.6,0.54,0.2994
34.58,7,5.1,0.42,0.595
14.3,17,38.8,0.49,0.6547
1.24,39,11.1,0.66,0.7134
3.41,48,34.4,0.31,0.7173
4.86,9,45.4,0.71,0.7002
4.41,43,34.5,0.6,0.8532
16.72,148,43.7,0.72,0.74
14.3,91,9.6,0.86,0.8354
60.04,69,35.1,0.67,0.5983
100.0,20,11.8,0.23,0.3603
3.66,36,12.9,0.77,0.8443
70.85,84,13.0,0.76,0.5436
20.91,37,2.0,0.73,0.6232
24.95,31,35.6,0.79,0.6634
4.07,26,26.4,0.52,0.7231
6.13,42,20.1,0.84,0.7418
42.4,104,9.4,0.94,0.828
21.64,7,14.8,0.19,0.5325
21.63,159,15.1,0.7,0.8038
73.24,34,45.8,0.97,0.6098
31.95,153,1.5,0.86,0.7457
45.59,74,34.7,0.86,0.7288
29.98,109,43.9,0.92,0.7308
22.44,27,2.0,0.23,0.5153
7.01,51,47.6,0.36,0.7343
4.14,21,19.9,0.59,0.6995
50.44,5,10.1,0.16,0.4812
42.91,11,25.5,0.38,0.5159
11.61,14,37.6,0.34,0.5297
15.84,270,7.7,0.68,0.8171
62.14,12,33.0,0.38,0.4751
0.64,31,11.7,0.43,0.6655
21.15,10,23.5,0.34,0.6254
5.02,10,25.5,0.15,0.5785
10.17,32,15.3,0.76,0.7605
3.39,72,14.6,0.48,0.793
17.35,28,45.7,0.33,0.6514
10.09,15,23.7,0.26,0.5961
34.15,5,11.5,0.4,0.4801
50.36,152,13.8,0.79,0.7837
4.29,54,9.4,0.78,0.8492
22.28,37,35.6,0.87,0.7921
1.53,229,8.4,0.97,0.9682
4.41,102,42.0,0.77,0.7601
9.58,42,29.4,0.51,0.7771
7.63,74,5.8,0.76,0.8142
4.65,24,39.7,0.38,0.7436
31.08,24,25.3,0.23,0.5774
32.25,37,42.4,0.88,0.6774
45.47,14,25.2,0.45,0.6111
70.22,17,36.2,0.49,0.4914
5.03,140,25.8,0.91,0.8506
13.65,9,38.7,0.7,0.7396
0.59,126,36.8,0.9,0.8717
67.17,117,31.5,0.93,0.6517
4.2,48,21.5,0.7,0.8306
4.7,47,44.9,0.94,0.8179
44.94,98,19.9,0.7,0.6739
63.65,7,19.9,0.46,0.5193
30.17,154,33.8,0.67,0.7859
39.93,53,36.0,0.87,0.7806
17.27,26,28.4,0.39,0.6397
12.23,39,41.5,0.66,0.8027
28.84,37,35.6,0.76,0.84
3.82,36,5.4,0.64,0.8121
100.0,59,39.3,0.47,0.6057
8.9,32,27.2,0.8,0.8236
1.04,5,11.5,0.41,0.7108
38.96,35,47.9,0.76,0.7106
11.25,86,14.9,0.82,0.924
1.89,82,32.8,0.74,0.9562
11.18,57,13.1,0.51,0.7628
4.86,35,32.3,0.75,0.7712
5.88,43,45.8,0.72,0.8684
89.15,64,18.9,0.51,0.468
34.74,31,34.7,0.55,0.6592
3.97,48,31.3,0.54,0.7719
21.62,14,44.2,0.26,0.6518
2.81,31,21.1,0.63,0.8096
19.74,14,4.5,0.24,0.5549
1.05,174,17.0,0.85,0.9587
36.23,18,47.6,0.26,0.5618
71.38,31,11.3,0.77,0.6808
11.27,42,45.8,0.42,0.6819
2.28,58,19.1,0.87,0.8804
20.06,85,31.2,0.81,0.8002
19.43,27,5.5,0.74,0.7833
34.84,6,14.9,0.58,0.5957
29.16,40,22.4,0.53,0.6932
36.88,64,1.7,0.86,0.6798
6.7,29,18.3,0.27,0.6722
19.18,70,32.0,0.56,0.775
24.43,17,15.8,0.3,0.6822
0.72,90,35.7,0.73,0.8346
4.28,93,29.8,0.37,0.7193
69.23,17,11.1,0.51,0.4386
8.55,156,33.1,0.83,0.9698
26.95,41,38.8,0.4,0.5929
5.56,21,1.5,0.27,0.7
23.88,205,19.1,0.57,0.7369
12.6,39,13.0,0.49,0.7028
9.65,53,29.5,0.7,0.7938
5.27,125,35.0,0.75,0.8075
2.2,12,36.0,0.75,0.8584
3.73,28,41.9,0.62,0.772
5.8,18,24.2,0.25,0.6671
20.28,137,14.5,0.61,0.9402
24.56,6,33.5,0.71,0.6801
12.61,91,38.1,0.6,0.711
5.43,10,31.4,0.4,0.5621
39.87,179,7.1,0.86,0.8318
21.8,20,17.4,0.42,0.6959
18.36,53,8.9,0.36,0.5885
62.11,17,15.3,0.47,0.5072
5.49,26,38.8,0.25,0.7438
5.68,5,37.7,0.41,0.6001
34.37,61,8.2,0.36,0.5918
26.58,18,40.3,0.15,0.5528
51.6,8,45.1,0.4,0.6039
2.01,18,37.5,0.32,0.6333
1.63,59,23.8,0.68,0.7959
40.69,23,5.2,0.28,0.5516
20.29,57,38.3,0.82,0.7293
30.73,76,12.6,0.52,0.7778
2.38,35,47.7,0.27,0.8229
63.58,136,33.1,0.83,0.7476
16.26,5,36.0,0.32,0.6473
0.74,225,29.8,0.79,0.8971
6.34,8,46.7,0.29,0.6643
0.88,5,10.6,0.5,0.6733
8.59,21,36.9,0.59,0.7089
44.44,176,33.8,0.6,0.7123
3.34,14,41.6,0.63,0.7057
3.1,81,40.7,0.75,0.8219
7.31,90,14.4,0.67,0.861
4.24,6,27.8,0.1,0.6543
12.8,5,30.6,0.25,0.6096
6.13,35,24.1,0.59,0.7729
25.7,32,10.0,0.74,0.7791
22.78,56,41.6,0.54,0.7316
18.04,17,19.4,0.34,0.7266
35.57,16,11.3,0.56,0.5222
11.46,135,47.8,0.73,0.7431
9.14,63,22.8,0.85,0.8304
60.82,85,10.7,0.72,0.6552
11.08,9,30.6,0.17,0.7188
1.9,55,21.3,0.92,0.8677
23.16,47,36.6,0.63,0.7835
36.06,18,22.7,0.26,0.556
22.35,26,38.9,0.44,0.6848
52.06,53,41.9,0.42,0.564
3.79,198,43.4,0.83,0.9566
2.74,120,42.4,0.82,0.8856
21.01,28,30.9,0.46,0.7935
21.15,124,1.3,0.77,0.8017
4.01,29,22.9,0.49,0.7339
8.67,84,9.6,0.6,0.7985
7.22,12,8.3,0.5,0.6986
13.8,16,38.8,0.52,0.7746
9.77,40,40.5,0.92,0.8743
0.88,60,5.8,0.69,0.9675
25.05,24,2.7,0.74,0.5759
33.18,142,47.9,0.77,0.8064
3.39,32,19.2,0.17,0.7033
4.64,58,42.5,0.61,0.8315
40.1,57,6.6,0.77,0.6353
53.52,72,7.3,0.77,0.5903
13.55,16,32.0,0.75,0.758
24.9,35,6.5,0.88,0.8245
34.79,62,22.3,0.63,0.7227
65.74,55,21.7,0.42,0.6317
14.96,93,45.7,0.82,0.8769
24.61,67,2.9,0.65,0.5822
28.42,53,1.9,0.63,0.6251
29.96,48,44.9,0.6,0.7702
8.47,19,25.1,0.16,0.4995
1.7,112,15.9,0.72,0.9532
4.5,21,25.6,0.23,0.622
3.18,61,10.8,0.74,0.8257
11.39,165,16.0,0.56,0.7994
20.18,51,20.5,0.8,0.7179
40.4,26,30.9,0.42,0.5043
48.72,12,34.9,0.3,0.533
7.68,26,19.4,0.51,0.8171
7.71,73,17.1,0.74,0.7845
30.41,74,10.9,0.71,0.8133
11.66,151,13.3,0.94,0.933
9.6,14,23.4,0.29,0.7133
57.17,9,6.5,0.31,0.4821
32.48,63,47.3,0.56,0.667
8.22,52,46.7,0.66,0.7963
1.42,123,26.3,0.93,0.8921
18.68,9,37.0,0.49,0.6555
34.25,43,42.0,0.44,0.5775
55.83,30,31.7,0.26,0.5741
23.67,44,29.1,0.56,0.6938
16.63,130,16.3,0.68,0.9638
30.97,46,12.2,0.45,0.7899
30.86,16,35.2,0.37,0.6025
17.22,17,20.2,0.53,0.7452
9.79,229,9.0,0.78,0.8874
45.37,66,47.6,0.35,0.6348
32.05,129,18.0,0.86,0.7745
0.7,40,35.1,0.75,0.9135
2.4,66,19.1,0.53,0.8055
17.95,85,10.5,0.56,0.7086
67.0,57,37.8,0.6,0.5249
39.45,228,17.1,0.94,0.8524
4.95,71,17.3,0.87,0.8645
1.64,63,36.7,0.52,0.8006
55.5,15,24.5,0.39,0.5551
22.56,130,22.0,0.94,0.8435
100.0,25,8.5,0.32,0.4574
8.33,193,4.7,0.93,0.9172
8.0,9,28.5,0.41,0.6677
84.73,109,17.0,0.47,0.5971
31.69,6,45.4,0.52,0.5604
11.52,24,39.3,0.57,0.8141
5.1,52,32.7,0.58,0.7885
54.62,61,2.3,0.63,0.6014
19.54,88,36.4,0.68,0.8292
4.03,15,9.5,0.31,0.7244
38.26,86,5.7,0.65,0.6099
37.68,119,14.1,0.81,0.8204
9.02,31,18.8,0.52,0.6787
1.51,10,16.2,0.52,0.7278
24.26,14,44.8,0.14,0.6917
28.09,13,41.6,0.18,0.5888
9.89,251,33.0,0.94,0.9363
32.28,13,26.3,0.66,0.6912
4.21,16,6.2,0.44,0.767
4.14,20,7.3,0.24,0.6958
80.02,11,1.8,0.27,0.3051
1.33,5,10.4,0.37,0.6551
9.95,24,1.4,0.36,0.631
0.95,78,31.1,0.4,0.7691
14.93,64,25.5,0.72,0.7481
20.42,116,16.9,0.8,0.8526
10.99,61,28.0,0.5,0.8154
6.15,21,44.9,0.36,0.6162
20.34,15,4.3,0.81,0.6107
29.43,9,10.3,0.47,0.4921
14.64,26,47.7,0.78,0.8682
14.22,87,3.4,0.66,0.7688
41.19,11,34.9,0.74,0.5614
16.94,71,4.8,0.85,0.8223
15.19,15,6.1,0.08,0.6603
3.56,51,45.7,0.74,0.8383
3.9,34,30.1,0.51,0.6659
5.6,220,23.3,0.64,0.7806
5.02,21,1.1,0.08,0.6227
32.96,25,32.4,0.41,0.6443
4.76,65,32.9,0.74,0.8151
3.79,33,34.0,0.61,0.8357
9.66,149,17.1,0.83,0.8253
8.32,58,44.8,0.27,0.7079
14.12,105,43.3,0.79,0.8714
37.5,10,10.3,0.43,0.5786
40.47,41,15.6,0.69,0.6971
1.15,39,41.5,0.79,0.8447
36.22,140,42.1,0.69,0.8206
5.65,11,23.7,0.4,0.7662
1.81,172,1.0,0.95,0.936
45.75,45,29.4,0.49,0.6371
27.02,26,15.3,0.57,0.6912
9.72,27,39.9,0.47,0.6421
1.38,28,17.3,0.7,0.7297
6.7,14,3.7,0.56,0.7287
80.94,8,24.0,0.3,0.4153
26.58,38,22.6,0.79,0.7294
4.94,52,14.1,0.44,0.8131
26.66,43,42.2,0.71,0.741
9.28,43,31.4,0.62,0.7979
10.99,76,6.9,0.49,0.8916
11.0,6,2.7,0.57,0.577
2.75,57,46.5,0.6,0.8176
5.09,11,34.0,0.31,0.5717
31.13,23,26.1,0.45,0.6979
5.35,20,28.1,0.14,0.6326
18.5,49,1.9,0.56,0.6225
3.98,25,16.5,0.29,0.7135
7.62,91,35.9,0.69,0.8331
36.11,44,15.3,0.62,0.6686
48.32,13,33.8,0.3,0.5021
32.12,8,31.8,0.22,0.6059
6.62,217,3.6,0.76,0.7859
9.68,129,20.9,0.68,0.7513
7.34,15,16.8,0.21,0.5966
9.97,36,8.7,0.84,0.8653
20.05,163,43.5,0.81,0.8121
15.0,12,6.9,0.43,0.6434
60.82,10,38.5,0.51,0.4966
25.69,79,36.3,0.83,0.8748
34.47,25,38.7,0.36,0.5586
2.45,47,43.7,0.74,0.8606
4.37,23,12.4,0.53,0.7257
24.98,109,7.5,0.82,0.7449
17.22,29,3.2,0.3,0.6308
69.76,127,26.9,0.65,0.6467
3.73,84,38.0,0.61,0.8906
14.43,138,24.8,0.66,0.7937
3.9,39,26.4,0.3,0.6111
8.25,61,36.6,0.6,0.8438
4.85,145,38.3,0.86,0.7757
31.69,99,4.7,0.42,0.6353
2.31,51,23.7,0.81,0.8197
3.72,63,15.1,0.67,0.8063
11.76,54,20.1,0.53,0.7811
12.34,17,5.7,0.42,0.7151
0.5,131,39.7,0.74,0.8202
34.47,13,16.3,0.75,0.7169
41.67,49,27.9,0.71,0.6608
26.79,35,6.9,0.52,0.7535
5.68,8,27.5,0.25,0.6556
13.9,137,23.1,0.73,0.7969
54.59,32,43.8,0.65,0.5987
37.82,29,44.0,0.68,0.6787
1.42,120,45.8,0.9,0.9527
32.9,45,33.0,0.4,0.7074
12.01,17,9.0,0.68,0.8031
16.45,18,18.8,0.51,0.6083
7.24,329,4.5,0.66,0.833
10.77,91,12.7,0.71,0.7581
25.26,19,1.9,0.22,0.4904
14.76,18,42.2,0.47,0.6824
5.13,57,28.4,0.44,0.7685
21.66,11,14.7,0.5,0.5926
42.31,40,31.5,0.62,0.6593
1.25,110,39.8,0.82,0.8489
18.72,6,30.6,0.59,0.657
8.02,36,31.2,0.36,0.7437
2.33,31,22.9,0.77,0.8441
16.55,122,1.1,0.48,0.6512
24.78,41,12.0,0.33,0.603
18.17,51,36.0,0.49,0.6905
32.97,87,20.6,0.67,0.7663
6.49,17,2.0,0.23,0.6745
5.03,114,14.6,0.84,0.8415
7.48,103,33.4,0.75,0.7992
10.73,30,37.3,0.22,0.6013
3.84,100,16.5,0.81,0.8014
47.47,23,33.8,0.54,0.5933
27.23,6,3.8,0.77,0.7195
1.11,49,27.2,0.56,0.7409
20.4,108,4.5,0.65,0.7848
39.71,9,5.9,0.3,0.4711
31.9,21,14.6,0.7,0.7213
23.66,17,31.8,0.43,0.6617
22.94,39,10.9,0.77,0.7508
11.02,37,6.0,0.58,0.7022
8.03,50,28.3,0.49,0.7693
32.82,25,11.1,0.57,0.6376
12.7,97,2.1,0.63,0.7758
44.44,26,30.8,0.21,0.5201
13.56,9,43.0,0.59,0.7478
18.32,29,47.2,0.54,0.6447
3.66,24,18.4,0.23,0.7025
29.54,72,23.4,0.64,0.7731
0.79,84,41.1,0.63,0.8671
5.36,45,43.6,0.75,0.8065
6.9,16,10.3,0.16,0.6668
15.7,157,42.4,0.76,0.8
23.45,12,14.8,0.32,0.6125
22.76,23,33.3,0.6,0.7642
61.95,24,23.3,0.38,0.586
9.7,44,20.6,0.59,0.7359
25.06,180,41.5,0.75,0.7787
42.4,10,9.4,0.24,0.4579
37.29,87,28.2,0.72,0.7168
3.75,29,17.7,0.34,0.7105
0.52,82,24.8,0.76,0.7921
0.82,9,24.7,0.55,0.6931
1.22,12,16.2,0.19,0.666
3.15,55,38.8,0.83,0.7993
2.05,38,8.4,0.64,0.8215
0.77,20,23.0,0.16,0.6795
12.07,87,33.5,0.27,0.6985
31.95,17,24.6,0.36,0.61
14.12,27,44.4,0.11,0.6755
13.49,25,43.7,0.9,0.8107
21.91,78,42.1,0.83,0.8453
2.67,6,5.5,0.13,0.5702
10.15,12,47.7,0.31,0.6796
10.31,120,17.1,0.85,0.9045
1.25,38,25.9,0.54,0.7533
6.66,39,43.8,0.64,0.8297
2.43,35,18.7,0.48,0.7356
41.74,20,11.5,0.69,0.6653
55.31,61,25.4,0.8,0.7045
12.31,141,32.0,0.78,0.8303
33.31,52,39.8,0.6,0.7304
11.87,45,7.4,0.88,0.8525
55.04,27,17.5,0.46,0.5495
5.56,55,19.1,0.59,0.8096
86.39,89,35.3,0.76,0.6477
18.03,25,43.8,0.51,0.7812
10.15,192,32.5,0.71,0.8257
12.71,10,30.3,0.75,0.7794
16.55,38,47.4,0.33,0.686
9.25,85,12.1,0.82,0.8356
25.03,70,15.1,0.78,0.8158
25.8,33,41.6,0.58,0.7798
19.77,9,15.5,0.26,0.6313
2.99,22,13.0,0.27,0.7243
40.2,156,21.9,0.63,0.7043
41.39,35,18.1,0.82,0.6726
17.84,28,22.7,0.44,0.736
6.31,33,22.8,0.68,0.7938
2.38,66,19.3,0.6,0.842
18.34,15,44.6,0.26,0.6214
22.76,47,31.9,0.56,0.7319
82.58,92,4.6,0.45,0.4339
4.89,38,8.4,0.65,0.7822
1.77,10,19.7,0.17,0.6767
4.42,28,10.9,0.54,0.7834
14.01,10,44.2,0.44,0.5854
20.68,37,23.8,0.52,0.6721
6.94,57,10.2,0.47,0.7632
65.61,15,43.7,0.42,0.6107
33.63,42,13.4,0.61,0.6903
10.21,25,41.7,0.45,0.6935
3.41,36,34.8,0.55,0.7216
13.55,7,33.0,0.61,0.7191
17.84,54,5.4,0.66,0.7871
4.19,63,46.3,0.3,0.6869
7.19,71,40.3,0.88,0.8975
28.2,41,25.0,0.72,0.8517
39.06,18,21.9,0.53,0.5865
7.12,49,42.6,0.38,0.6958
31.71,72,28.1,0.58,0.7593
21.36,20,11.0,0.43,0.7098
21.04,89,43.9,0.86,0.8301
21.75,38,36.6,0.54,0.6762
100.0,31,24.6,0.39,0.4929
72.14,84,19.9,0.72,0.667
3.97,24,27.2,0.45,0.708
1.83,95,30.0,0.75,0.8115
36.57,40,27.2,0.43,0.7075
3.74,12,45.8,0.34,0.7066
18.22,40,13.1,0.84,0.7991
16.96,131,44.0,0.85,0.7967
2.01,7,29.8,0.4,0.726
47.92,41,43.5,0.57,0.6144
18.26,14,2.4,0.35,0.523
26.91,5,1.7,0.8,0.5973
31.73,11,7.3,0.56,0.6264
15.02,44,10.2,0.57,0.7191
36.13,19,23.2,0.35,0.552
24.2,81,41.0,0.78,0.7887
51.62,33,40.4,0.47,0.6364
19.94,29,11.2,0.33,0.6804
40.16,18,5.5,0.17,0.4458
57.77,128,45.2,0.85,0.7127
4.39,37,19.6,0.64,0.8144
4.3,32,22.2,0.35,0.8141
5.13,92,29.9,0.62,0.8179
10.12,18,4.3,0.57,0.733
60.29,98,41.2,0.56,0.5981
15.43,20,28.0,0.21,0.5422
3.87,53,28.6,0.83,0.7877
74.13,77,41.0,0.8,0.739
11.02,10,9.1,0.46,0.6144
21.94,11,7.7,0.73,0.6627
13.72,41,44.8,0.79,0.7916
5.24,9,47.9,0.37,0.7143
22.24,40,39.4,0.79,0.8113
10.96,33,40.9,0.78,0.7353
6.54,125,18.4,0.79,0.8089
1.34,14,13.2,0.42,0.7305
12.34,136,15.1,0.69,0.7144
6.2,83,24.3,0.45,0.7589
57.25,57,42.8,0.83,0.6989
62.36,22,24.0,0.79,0.6505
31.64,78,22.6,0.78,0.7524
3.96,29,15.0,0.1,0.7025
60.67,28,15.4,0.58,0.5096
7.19,13,13.8,0.28,0.6504
0.56,17,44.4,0.39,0.6879
13.49,18,29.2,0.39,0.7615
30.88,59,30.4,0.73,0.6703
1.86,22,20.1,0.08,0.6273
15.4,5,15.6,0.7,0.6516
2.14,42,15.3,0.81,0.9193
27.89,15,15.1,0.43,0.5998
8.86,51,35.8,0.89,0.8038
11.48,55,27.9,0.37,0.7064
29.85,204,7.5,0.96,0.7458
6.62,158,12.2,0.75,0.8528
3.27,17,36.1,0.2,0.6047
29.74,14,18.9,0.29,0.6313
17.84,66,39.2,0.8,0.8139
18.95,143,27.3,0.9,0.8919
5.09,22,33.3,0.79,0.8772
25.61,43,19.0,0.9,0.7464
3.18,176,37.6,0.78,0.9352
1.75,76,7.0,0.43,0.7756
7.41,8,42.3,0.3,0.5544
30.08,8,31.4,0.26,0.5705
18.85,12,6.5,0.51,0.5727
19.43,17,6.5,0.42,0.6734
6.69,113,18.7,0.67,0.7938
53.7,20,16.8,0.3,0.5491
53.3,25,43.9,0.53,0.6068
1.04,39,29.4,0.73,0.7627
54.21,188,45.5,0.86,0.7873
5.58,72,7.6,0.85,0.7685
20.22,267,29.2,0.79,0.843
28.33,36,1.8,0.77,0.6419
14.85,10,8.0,0.17,0.5683
0.52,104,1.6,0.66,0.8513
6.31,15,30.4,0.24,0.6595
2.67,16,12.0,0.25,0.6323
1.0,54,40.3,0.61,0.7341
36.13,71,14.0,0.56,0.6352
24.07,18,27.9,0.61,0.7116
0.62,11,27.3,0.64,0.8321
3.82,27,34.5,0.39,0.6881
1.32,148,39.1,0.61,0.8572
29.2,38,31.0,0.56,0.5877
6.0,6,35.2,0.42,0.6706
0.59,24,40.4,0.58,0.739
21.66,27,37.4,0.51,0.627
4.27,106,20.7,0.89,0.9067
100.0,46,1.1,0.41,0.2632
2.66,13,25.5,0.44,0.6774
44.96,49,35.0,0.92,0.8093
52.0,54,31.2,0.31,0.5251
9.48,22,29.3,0.68,0.6892
10.15,19,16.6,0.56,0.6884
6.78,10,1.0,0.18,0.5853
39.51,12,4.4,0.44,0.5081
10.53,70,15.6,0.65,0.8662
6.71,14,36.4,0.39,0.7159
1.96,70,33.2,0.36,0.7276
55.45,9,5.1,0.68,0.5371
1.38,44,45.0,0.46,0.8892
1.17,31,40.0,0.56,0.7425
11.5,38,24.5,0.42,0.6662
17.29,91,2.8,0.85,0.7377
82.58,69,15.1,0.37,0.6147
12.58,42,33.7,0.61,0.7891
7.1,33,27.5,0.76,0.7726
28.29,46,45.9,0.55,0.7292
14.3,8,19.1,0.31,0.6156
18.92,90,42.6,0.46,0.7027
25.54,107,32.7,0.92,0.8319
8.74,26,31.3,0.13,0.6617
16.52,23,18.8,0.53,0.7395
26.97,20,33.7,0.57,0.6978
4.56,68,26.9,0.73,0.8985
41.74,21,5.9,0.46,0.5524
0.76,7,32.4,0.42,0.6625
43.36,11,9.0,0.51,0.5719
18.27,13,12.7,0.52,0.6878
27.94,61,44.5,0.72,0.6853
